Customer ID,Current Credit Balance,Monthly Debt,Years in current job,Years of Credit History,Number of Open Accounts,Maximum Open Credit,payhis,amtowed,lenofcrhis,newcred,Score,FICO Score
a5c557d7-1238-4d5f-b3b1-9cf55ee571ec,82916,35261.72,2,16.4,16,152636,276.15,125,136.7321222,76.35530868,653,Very Good
0dcd4b49-2313-4072-b107-60458131146c,458660,12563.94,8,22.5,11,874918,277.53,216,134.2404887,74.92603791,722,Very Good
e1bd4b29-51c3-45bf-9354-1a44818a6128,129542,15379.93,1,20,16,437294,262.05,244,131.737686,76.35530868,726,Very Good
f68d5f54-de9b-4432-ae29-0f76a39d5d2e,67545,12471.6,1,15.5,7,269720,258.99,188,133.7303198,72.62770071,678,Very Good
49756e86-103b-4875-8c03-48f7a974d868,30837,17820.48,3,22.7,16,371844,285.3,255,119.2406859,76.35530868,746,Very Good
67cd7daa-f14d-456b-814e-b676e6496c3e,190798,8879.46,3,14,7,521026,274.44,247,135.7267901,72.62770071,741,Very Good
c2640b4d-22dc-4f0c-a8ca-5918dce9c565,290605,17247.06,1,16.6,11,586212,256.06,199,136.2324957,74.92603791,689,Very Good
27cfe850-1281-40c2-99d8-7ef56b287085,121163,3486.88,2,19.6,5,339724,247,168,128.2371702,70.50611122,643,Very Good
5ea83041-8784-4d30-a584-5e345882a8cb,205675,11404.75,10,34,8,431442,278.16,137,128.2480269,73.3748061,653,Very Good
6731cab8-147f-4c47-afd1-f1a1577aa185,48260,2039.08,7,21.6,5,143682,270.11,173,129.7395555,70.50611122,671,Very Good
13ba7f41-0694-46a2-b07f-941d002fa3f5,71022,19524.59,8,16,10,269654,288.92,165,133.7313466,74.49559327,692,Very Good
bc59331d-1f89-4710-8236-93d0dcd7fdcd,83429,11857.14,2,11.9,16,163174,270.88,145,136.7203168,76.35530868,663,Very Good
0f9f393b-e2b8-4a4b-b894-a63baa3e3a17,329707,18046.2,1,25.1,7,575828,255.81,170,136.2428043,72.62770071,664,Very Good
9184f33c-a689-4b69-9f52-bc8c1d296760,121524,14269,10,20.9,24,1116830,280.11,235,99.73877328,77.48970544,707,Very Good
2a94c63a-04a3-448f-8c03-d2fc4c7e134b,192166,15220.9,1,24.3,12,278124,258.52,141,136.7421452,75.29448983,648,Very Good
2ce95edd-3587-40b5-99c5-73b96528ee1b,168036,9832.5,1,17,21,589622,253.32,233,130.233216,77.15779299,709,Very Good
f0ed0eb0-55d5-4975-9b2c-b145619293bb,198607,12187.74,10,11.1,21,916212,285.73,254,131.2171895,77.15779299,758,Very Good
d0757779-f160-48e3-b64a-da8a38a3be53,252434,15364.92,10,17.9,10,712932,284.07,219,133.7347169,74.49559327,729,Very Good
a5870e06-ac7e-478a-b98f-3e629f6e584d,288743,18563,10,25,16,429198,293.75,249,136.7427243,76.35530868,767,Very Good
dbca1e5a-f5a4-4b20-9a3a-2a0c71a22d8e,134463,2607.75,5,22.5,6,828146,250.72,248,92.24048867,71.69607095,674,Very Good
82f5b5f0-0ccb-4e8a-8067-c7e34e6771ba,201704,13400.7,3,11,18,463430,271.82,191,136.2167657,76.72502062,700,Very Good
6ebc2521-ad5b-4b78-9052-956a6df5b943,3971,4446.57,1,13.3,4,29040,249.57,120,131.7248644,68.94427191,610,Very Good
1b29b731-95d4-4b26-95cc-7027449a8fe4,96862,16316.82,2,49.2,10,287562,273.1,142,107.2525514,74.49559327,632,Very Good
7ac31373-dbd3-4e35-9946-9043d5a5e45c,1747487,35574.27,10,26.3,7,112411530,294.46,255,114.2437169,72.62770071,746,Very Good
53ebfc66-61cb-4a8b-850f-994f8c92b2e2,395485,20634.19,1,17.9,9,601744,263.89,254,137.7347169,73.98631574,740,Very Good
c00d2c5f-113d-489e-95b8-5f04e54df813,506597,40155.93,10,32.5,21,1123760,294.68,253,130.7473489,77.15779299,766,Very Good
f13668e8-0ad6-42cd-ba1d-1839c3add474,335882,35067.54,8,15.6,21,594682,289.25,202,136.7305306,77.15779299,727,Very Good
d79cd080-78e0-4a9d-94b4-3e4e3cc274b2,405802,22122.65,5,19.5,17,600116,281.71,177,137.2370379,76.55000885,700,Very Good
b59aa9b7-3de4-464e-b9c2-c3f47ea2dbaf,413554,14305.67,1,13.4,7,580426,248.36,155,137.7251521,72.62770071,646,Very Good
458cf285-2342-435c-9624-8eb7352303d9,136629,36244.78,1,16.8,10,224400,260.07,121,137.7328602,74.49559327,633,Very Good
4a413b86-3109-4321-8ad8-1207b31a1aa7,340784,43080.41,10,29.4,25,905036,295.17,252,129.7457263,77.58378623,765,Very Good
698fe0b8-71d2-41d0-8f7f-84680f37098c,267691,26632.11,5,21.1,19,598400,286.43,226,135.2390021,76.88317825,741,Very Good
be55f068-f9e5-447d-a098-aacaf6ac5207,261858,25112.11,10,37.4,27,910558,290.27,235,107.2493608,77.75229229,725,Very Good
7fa9f42b-09ca-4b9b-b201-452e02631f48,371887,16269.7,10,20.6,7,829664,283.11,216,135.7384216,72.62770071,726,Very Good
8e0d7f2a-c0bc-42cd-943f-ee72c6e7d030,193705,22800.76,10,19.9,6,240900,291.62,148,138.237559,71.69607095,684,Very Good
ccbbbfe8-ae9f-4bdc-aa75-b289cf851f8d,67412,2287.03,3,16.7,7,246972,258.2,213,131.2326791,72.62770071,694,Very Good
e382e9e8-7b3a-4dcf-b11c-77b8e5625cb3,575491,36212.1,4,22.6,13,847792,288.34,255,137.7405877,75.61335193,767,Very Good
915d52df-3d73-41a1-a6f5-612fe2024878,489877,66137.1,4,23.2,12,764434,289.31,254,137.2411638,75.29448983,766,Very Good
666f67ff-a8c0-49ba-8630-c0c63efc9cef,40242,16809.3,3,20.5,34,803462,280.82,253,109.738302,78.19341027,733,Very Good
67f11296-1e67-4e9c-a598-901216be677e,68172,6402.43,5,16.1,10,300146,265.9,134,130.2315442,74.49559327,642,Very Good
23055b11-ed69-4b98-8d8a-8930f670457d,799634,23847.09,1,17.3,7,1862960,262.03,255,136.7337339,72.62770071,736,Very Good
7283527e-d2ab-4510-99b8-070a4cb88b85,121220,13741.18,10,21.9,9,298012,291.12,218,135.7398752,73.98631574,737,Very Good
54fc0630-4f92-464a-a8e0-d05534b34c6c,115957,13778.23,10,17,7,346060,286.34,171,135.733216,72.62770071,695,Very Good
07aa19af-02b7-4e3b-897e-9561b3c85eec,145141,11516.09,10,20.4,8,183458,286.91,132,138.2381813,73.3748061,668,Very Good
3a5fa5ec-8a20-4262-9977-c7b82c5f6996,439641,37432.47,5,16.1,13,606738,285.49,189,138.2315442,75.61335193,713,Very Good
69f2fb50-891c-4c79-b9c1-bfe84c15a6c2,254771,5869.1,10,20.3,16,770198,263.7,207,125.7380593,76.35530868,694,Very Good
6380fd83-1c21-4f7c-ba5e-bc3cea4e4c96,124336,14577.18,3,10.8,11,587620,268.87,180,134.715894,74.92603791,686,Very Good
9374a6ac-b8ae-4bbd-9ca0-7471da5ed514,120137,30369.22,9,20.9,8,343486,292.99,206,135.7387733,73.3748061,729,Very Good
17588b35-2f54-4d9a-8a4a-05d5575846ff,259559,10116.17,10,16.5,10,640794,287.44,252,136.2323101,74.49559327,761,Very Good
a286ecf9-1faf-4252-80ca-da268cc40e5a,14117,5418.42,5,24,7,185724,262.38,122,107.2418866,72.62770071,603,Very Good
c599f480-c469-4b7a-9dbc-037bf29bc1a0,166687,16935.65,4,17.9,9,330506,282.63,191,137.2347169,73.98631574,709,Very Good
6bf42c9a-4c81-45e4-bfbf-69ecab101d24,185402,30206.39,10,19.5,11,222002,292.9,143,138.2370379,74.92603791,684,Very Good
8a69e59f-8625-4efa-913a-93781ba6edde,308731,10717.14,5,19.9,16,722194,279.3,244,135.737559,76.35530868,747,Very Good
ad4e7aa1-066d-43e3-bd37-d77276f10706,176586,6836.01,1,17,8,501160,250.74,234,135.733216,73.3748061,708,Very Good
714ec14b-4740-491c-afc4-381bea68765b,282492,28538.19,1,19.4,13,753654,260.99,229,136.2369043,75.61335193,718,Very Good
33beac60-6371-48f6-8d16-b49cdeb38cec,53504,10720.94,2,17.6,9,119350,256.58,120,135.7342339,73.98631574,626,Very Good
6fb92c24-55f1-4ff8-a469-cd2f0710e773,369246,20540.14,10,18.6,13,1444432,289.72,254,134.2357822,75.61335193,764,Very Good
6dbdb11b-2bd1-456a-9238-abd8f498073f,324007,33363.05,10,14.3,15,491722,291.37,217,137.7275565,76.13741602,741,Very Good
3f5c7258-6c62-47fd-bb6d-b77332a721aa,124089,3835.15,2,16.2,11,389378,259.66,240,134.7317393,74.92603791,722,Very Good
407092e4-65a6-44d0-8d14-429e5d681ae7,180424,22935.66,2,11.2,16,282326,274.85,236,138.2176054,76.35530868,739,Very Good
7d1740fd-d889-4464-a235-3c7cf54b5149,328320,28543.89,10,13,12,800316,288.79,237,137.2239743,75.29448983,752,Very Good
7c30bb1b-44a0-4142-9ad6-d8b26a895b37,183084,26078.45,6,18.6,14,457864,290.17,246,136.7357822,75.89194809,761,Very Good
4744da7f-bf59-46c6-bdaf-c7af20b1321a,101365,10427.58,10,27,7,2214388,290.76,255,124.7442114,72.62770071,753,Very Good
5c23cdf8-1904-4248-99f5-9a59c01698ef,202027,18241.71,2,28.8,8,304194,274.83,174,137.7453715,73.3748061,688,Very Good
0e8373fc-50fa-4123-991a-c8a85578034b,562305,22253.94,10,22.8,14,1018908,294.11,255,137.2407832,75.89194809,772,Very Good
fa3f05de-1e1b-4641-8aea-5a51acba7c4c,287432,23245.17,10,14.7,9,1049884,289.38,252,136.2285287,73.98631574,763,Very Good
8c05d1c3-0511-4c15-a8a7-a3e22197ec31,112936,15626.55,5,24.6,9,246730,285.65,159,136.7423975,73.98631574,686,Very Good
fe8edef0-ac55-4dfc-92ff-d9289b1395ea,351177,21136.17,10,29.7,18,646470,290.24,226,135.7458983,76.72502062,746,Very Good
2871d19b-c58d-4408-bdfa-c6ab786debfd,97318,3335.26,10,12.9,13,503052,276.31,252,133.7236681,75.61335193,749,Very Good
6d27cf5d-6565-4e6d-8f98-2c2ee66b7b75,15048,14323.15,2,15.6,7,154154,273.35,139,134.7305306,72.62770071,656,Very Good
65ac4eb9-028e-4739-9a2b-78b64ef25e6d,27322,8097.8,1,18.8,12,191664,259.58,196,133.7360718,75.29448983,688,Very Good
3ee81c26-290d-4164-b4a9-38a7ea6522b4,405023,19703.57,10,12.7,11,513656,284.85,175,138.223041,74.92603791,700,Very Good
0e34cfb6-f15d-4f45-917a-cb152e84369c,88521,6370.89,3,8.3,8,313456,262.54,167,136.7013283,73.3748061,670,Very Good
6a50d194-afa5-4238-9521-f04c3e2341b9,176244,17712.94,1,28.4,10,287430,258.93,134,137.2451266,74.49559327,642,Very Good
45b0a40b-4376-436b-aebf-8d88cf3888ee,352925,9232.86,1,20.4,11,1089704,244.02,237,134.2381813,74.92603791,704,Very Good
83503e20-86d0-498c-8b47-2b783eb6b781,31236,7026.58,10,31.9,8,415800,289.28,251,123.7470597,73.3748061,748,Very Good
41d5daad-b4e0-4eb5-95e5-ea7e89d4fa35,116375,6521.18,2,28.4,5,474496,257.48,184,130.7451266,70.50611122,669,Very Good
aeba0463-7dfd-41ff-b861-0548de1bf80d,53238,18745.59,10,22.2,9,171248,292.12,139,135.7401861,73.98631574,677,Very Good
f0dda08f-1993-4031-afd6-de5c176d9f4c,142709,20885.37,10,15.6,22,977834,290.26,253,133.2305306,77.27775327,765,Very Good
6dff2cde-c411-4f70-a272-66cabfddf964,289047,12622.08,10,31.4,6,436370,282.13,150,137.2468102,71.69607095,674,Very Good
c17f3ab9-562a-4777-be42-8f6cbfff872a,149416,8383.56,10,15.1,6,242990,284.36,171,138.2294485,71.69607095,694,Very Good
ac984593-5fc7-4e09-ac68-164747898b03,39957,11647.19,2,15.8,5,189596,268.41,129,136.2309439,70.50611122,642,Very Good
42cae3ce-9d06-471d-8e1d-b949705892c9,37924,1790.94,10,16.1,4,124762,266.48,152,134.7315442,68.94427191,655,Very Good
710881b3-8df0-495b-82c0-0c230a4cce68,289142,24784.55,2,13.1,11,609818,268.97,174,137.7242756,74.92603791,684,Very Good
4f76a75e-633a-425d-b466-5879ad415ceb,78489,17125.08,3,15.7,7,124322,279.98,127,138.2307386,72.62770071,656,Very Good
d4e7fb5c-74e1-4c45-bef2-6e10de010ac7,138776,21052.38,10,32.5,18,979792,287.45,233,122.2473489,76.72502062,734,Very Good
2a475644-8a4c-4093-80ba-a44955dbdc5d,159163,16194.08,5,13.8,10,424622,278.63,155,137.2262603,74.49559327,677,Very Good
bdec5e5b-d78f-412b-8b5d-9c140cbdbf76,75734,5859.03,10,15.7,7,211288,277.48,140,136.2307386,72.62770071,662,Very Good
09ee63a5-6cb1-4932-af98-24c383ed9ce5,175864,5075.28,5,23.4,6,245344,281.23,232,138.2413492,71.69607095,738,Very Good
7d261d0a-6c13-4c3e-8972-73dd4e2033fc,360050,22498.09,2,20,14,568766,272.05,198,137.737686,75.89194809,706,Very Good
176d3ac6-b208-4cf2-a0e9-eb8503f73465,441085,18601.19,2,36.5,11,928598,271.81,241,135.7490321,74.92603791,736,Very Good
9b694490-1be3-4a9f-849b-ce8617433a21,295868,28061.1,2,17.4,13,687896,274.71,241,137.2339025,75.61335193,742,Very Good
8d67450e-bf29-49ce-a5b1-05800062e10d,3895,13968.23,10,17,7,161018,293.86,240,134.233216,72.62770071,754,Very Good
ce88f875-f057-4e9c-9e45-c11fbe533dc3,71573,9626.35,4,14.2,9,318780,280.03,227,136.7273047,73.98631574,734,Very Good
5dabf5b8-1097-4180-8c65-232a9e4987a5,156750,4661.65,10,15.5,11,320650,276.06,205,137.2303198,74.92603791,714,Very Good
fc90c110-8dfd-44b5-8de5-d5b3adcad042,347662,36645.11,3,16.6,18,1727726,276.05,241,135.2324957,76.72502062,742,Very Good
e49b60b0-3418-4aac-b7e6-a1637f18619c,707313,78549.42,8,22,21,1574980,290.64,223,136.7399798,77.15779299,745,Very Good
357572ed-2676-4f30-84d4-54116d82d9a8,246582,22435.01,1,23.3,16,633072,260.27,217,136.7412569,76.35530868,709,Very Good
232df6e8-d642-49bf-9e1f-fa638773883a,207005,15633.01,3,10.3,11,524502,278.85,253,137.7135625,74.92603791,754,Very Good
10221b45-20d6-4183-9f57-1521afdfdda0,47937,8419.85,7,11.7,3,132462,285.45,181,137.719576,66.83990379,698,Very Good
b49cc7ba-d103-410a-b8b4-632eadfcaa86,209076,15593.11,10,22.2,16,620752,289.97,246,136.2401861,76.35530868,761,Very Good
9a88f87a-6ad5-4f58-91ff-02b7a4636735,262580,27046.88,3,16.1,10,648252,280.36,239,137.7315442,74.49559327,746,Very Good
420c895d-ba6a-4889-8a05-067bcf8ae38a,354426,29758.75,3,33.5,18,676104,281.99,227,136.7478077,76.72502062,738,Very Good
308f7bac-1020-4e0a-803b-89e6ed971b11,236227,15224.89,1,14.5,9,492844,255.66,195,138.2280495,73.98631574,687,Very Good
89cc6309-9434-43ff-a2b0-17bb93ab58c5,127395,10615.68,10,30.6,9,388168,287.45,211,135.2463938,73.98631574,728,Very Good
37380b9a-b213-4274-882a-a38a7bbaabb5,256386,23937.53,10,20.9,13,1613370,284,243,134.2387733,75.61335193,749,Very Good
026b74af-4275-459b-b1ad-52eb79a0f90c,86108,14342.72,7,10.3,8,188848,283.43,133,138.2135625,73.3748061,665,Very Good
427e478e-536f-4520-8e38-40618c239bfd,232921,7691.77,10,24.9,11,824736,283.76,252,135.2426436,74.92603791,757,Very Good
ce9ae484-3530-4be6-8a6d-7e1dd1ac2a5d,174933,12128.84,7,14.1,6,342738,285.12,213,138.2270493,71.69607095,727,Very Good
b5c1cb1c-7e36-4e26-9e05-0d637ff64870,144780,22979.55,1,47.4,9,222046,265.51,163,136.752168,73.98631574,670,Very Good
d120f6e0-5272-4dd9-a31e-422b4a49ab3b,64201,8498.13,6,36.8,10,456060,284.38,241,129.2491434,74.49559327,742,Very Good
4f1af6ef-e2f5-4297-b858-7117f95c93f4,67963,11204.87,5,12.9,16,349756,285.02,249,136.7236681,76.35530868,758,Very Good
393b6fe7-5d5e-4a5b-996a-ca34cfebaa1b,216885,10557.54,2,16.9,10,453288,259.28,145,137.7330392,74.49559327,651,Very Good
4134cadc-4d67-4aad-92cc-b29fa47f8c0d,1031814,27063.22,3,27.1,18,3503632,275.36,254,135.24428,76.72502062,751,Very Good
f368aa03-e9f1-4d15-8ae4-b28c3ee06e34,116755,17705.53,6,13.2,9,296494,282.81,141,137.7245723,73.98631574,671,Very Good
05546248-b104-4752-b42d-d7196c04d71e,426303,11707.8,10,30,12,876744,283.03,240,136.7460668,75.29448983,749,Very Good
f1d5a78a-92b4-4c3e-bf75-59203b45e74d,121904,16467.68,8,21.9,5,213862,285.55,125,138.2398752,70.50611122,658,Very Good
97c72d06-3bbd-4629-9996-1a8a840c2b70,257697,15197.72,10,14.4,9,441408,288.93,236,138.2278047,73.98631574,751,Very Good
f44b2997-c111-4185-9e42-2c36ec192458,70908,19831.25,10,24.8,8,108460,291.63,122,138.2425622,73.3748061,664,Very Good
cc322ba7-dbe3-47bc-87e9-e2cdd92d5ef2,264461,29657.86,2,22.4,8,351978,275.9,171,138.7403887,73.3748061,687,Very Good
28000730-9557-474d-a2c0-eff99c7a0346,108053,21111.85,10,17.5,8,295064,288.07,135,137.7340692,73.3748061,671,Very Good
4e46e98b-532f-4a3b-84e4-8ca716381c28,285551,6992,2,16.8,6,477114,258,190,138.2328602,71.69607095,683,Very Good
dd80cc0d-f41a-4a4b-802f-9eb6953ecc31,94753,37574.78,10,21.8,15,602866,292.61,216,135.2397696,76.13741602,739,Very Good
223a603c-36d0-4103-9440-fa5d362654d0,116109,16984.86,3,25,15,344696,283.7,249,136.7427243,76.13741602,757,Very Good
656de0ac-9b9f-4c47-9b9f-bb460de2204b,269021,19997.88,3,20.4,21,1207338,284.17,255,136.2381813,77.15779299,763,Very Good
8bb8ac83-dd33-4c5a-a1b7-16f3710f7e2f,154204,42458.92,9,21,11,306240,293.12,153,138.2388883,74.92603791,692,Very Good
9fe5d284-5924-4e2c-97f6-de35ea06074c,54473,5887.34,7,27.9,7,394196,277.2,211,133.2448104,72.62770071,714,Very Good
3ad495c8-d78b-4f7b-ab75-c50b5c93c626,72656,9314.37,8,25,12,414414,288.27,246,135.2427243,75.29448983,757,Very Good
1f9b41eb-e90e-482b-b574-b55cf13e065b,92625,17399.82,7,17.4,10,261602,285.01,133,137.7339025,74.49559327,667,Very Good
ea497738-df30-41d3-bf5a-eb4dff765ffb,336357,11476.19,10,38.1,14,459800,296.62,255,137.7496056,75.89194809,775,Very Good
7c45b7a4-e9c2-4380-b6f2-5da9aa7874b0,159676,14763.57,9,11.8,8,279686,287.98,204,138.7199496,73.3748061,725,Very Good
f6f08bbd-706e-463b-9b74-52e149d5361e,18639,839.42,4,12.3,5,143836,253.18,230,134.7217242,70.50611122,704,Very Good
04829612-4738-4b41-bc78-09f41ea58252,147668,12297.75,4,13.8,11,313720,282.48,236,138.2262603,74.92603791,746,Very Good
bca30d11-8e3d-452f-bfe2-fc17210aa960,649439,45528.75,2,25.4,16,1421508,277.97,254,137.7430407,76.35530868,756,Very Good
29d63d34-b4cc-4dd8-adab-96bd8bfb2b58,285855,8441.7,5,16.2,8,477620,265.05,143,138.2317393,73.3748061,655,Very Good
7aeea831-aefb-409a-9148-e40ffdf1feb1,236474,15836.5,9,17.1,11,520564,289.85,247,138.2333907,74.92603791,762,Very Good
f1d51c5b-1ff0-4430-bbdc-ba17b996a970,163951,6349.99,9,18.4,8,223322,276.75,136,138.7354863,73.3748061,661,Very Good
1b3b556b-8910-48d8-ac92-102e94b4794d,32547,7271.68,10,30.8,4,69146,279.34,120,137.2464999,68.94427191,646,Very Good
34ac3243-f978-4d6a-b831-f829dccd42a6,272042,21115.08,7,19.4,11,554554,286.21,200,138.2369043,74.92603791,721,Very Good
d9e0bb8b-db26-4f51-984f-aa06308f53fa,463372,37471.8,10,15.8,16,684376,289.82,195,138.7309439,76.35530868,723,Very Good
ea484afb-ee96-4b8d-b64b-c80ff1c65015,507965,22773.97,1,15.7,16,1026476,256.62,236,138.2307386,76.35530868,721,Very Good
4868f19e-0d9c-43a4-9065-1014742f4c7c,194921,12437.4,1,15.6,7,323356,248.89,127,138.2305306,72.62770071,626,Very Good
a7df27fd-0f4a-45b6-9ac0-270ae136c279,216505,5527.86,10,14.8,8,427064,271.55,190,138.2287634,73.3748061,698,Very Good
48913953-2911-4fb9-9d88-1a1b54751da8,262751,22705.76,6,17.5,12,543268,282.76,160,138.2340692,75.29448983,687,Very Good
24d10d0a-3b7d-412b-8d6e-cd8d1acf2958,84436,8734.49,1,18.2,9,184800,246.18,122,137.7351837,73.98631574,619,Very Good
bd763500-e15b-4dba-a97f-59b26032e5e1,186884,18623.8,7,17,14,419342,279.28,129,137.733216,75.89194809,660,Very Good
5dd436d9-6610-4814-9dab-5bfd8ae0df1d,33763,1529.12,4,9.9,6,291676,240.86,199,133.7115228,71.69607095,667,Very Good
78c6d235-5072-4b68-9e69-f110c01091c5,34637,11421.28,6,13.7,8,405196,277.59,165,136.7259894,73.3748061,683,Very Good
4a0d65a3-30d0-489b-8255-c7d0a562b96d,437665,46355.25,9,27,16,1279718,288.68,205,136.7442114,76.35530868,728,Very Good
a00b8a82-7f64-4863-90b5-43d97327f02e,330999,15019.12,6,20.6,9,612260,279.98,190,138.2384216,73.98631574,706,Very Good
e19fb083-470d-4d97-828b-aca626cc3c63,48545,12167.22,10,14.3,16,1196118,292.07,255,136.2275565,76.35530868,770,Very Good
53b0f0d1-f02e-4e23-8f8d-389313b665d3,210349,10081.02,10,27.1,6,727056,264.29,139,134.74428,71.69607095,645,Very Good
76d8dad5-96b5-4572-aa36-11706db5852c,481194,16109.34,6,18.5,6,936430,279.78,231,138.2356351,71.69607095,737,Very Good
8493ed7d-e85b-4e53-8eca-021208248bed,43624,31535.25,1,35.4,7,90046,266.6,123,137.7486074,72.62770071,639,Very Good
a7dd5e45-4118-4c41-a259-9fa9c297404f,148713,18486.81,1,21.1,10,610610,261.34,244,137.2390021,74.49559327,729,Very Good
db1ff70b-f187-4c72-b58b-51771544600c,154831,9452.5,2,10.8,13,304370,267.8,209,138.715894,75.61335193,711,Very Good
83e93d8a-3071-4f8d-a425-b97a2e1ef2f9,360164,23874.07,10,28.4,18,1042624,289.1,242,136.7451266,76.72502062,758,Very Good
db79b71c-e772-4e82-81d9-000fb010a96d,95342,23214.58,8,20.5,16,1041458,290.68,254,136.238302,76.35530868,767,Very Good
26368f18-ccc1-4577-9308-3d09abb573c5,191843,21139.21,2,19.5,15,482900,277.12,252,138.2370379,76.13741602,754,Very Good
e8f92f62-a783-447b-88ac-5d6167c6fdbf,401945,14151.39,10,18.6,15,712712,288.41,249,138.2357822,76.13741602,763,Very Good
3fa1a634-2a74-43fa-85f0-4028946ca272,125837,12518.34,1,14.8,16,325226,250.35,131,138.2287634,76.35530868,634,Very Good
99f2acee-9d10-492e-bd82-80240af3d1da,74366,2340.04,9,9.8,10,562826,242.3,207,132.2109861,74.49559327,677,Very Good
7e916faf-60f2-4e52-9072-2310d2dc438d,60306,8690.79,6,10,9,277134,281.05,214,138.2120485,73.98631574,726,Very Good
359dfb0a-909d-47cc-b239-cbeb6acf646e,189905,11501.46,8,14.1,7,399806,284.46,216,138.7270493,72.62770071,731,Very Good
33c57705-947c-4f75-89d3-7968f0cc712f,120270,17766.9,10,28,9,577874,289.87,229,136.7448745,73.98631574,746,Very Good
aa774058-654e-48b9-9a90-5c78234819e2,29887,8588,10,14,6,205986,282.28,138,137.2267901,71.69607095,665,Very Good
003185a1-5117-467a-bb72-a65633fcf0dc,308883,9110.69,2,22,5,358006,275.45,252,97.73997977,70.50611122,707,Very Good
f0f1ed36-485e-4413-9fb1-607f4c16cfe4,574180,43903.68,2,18.2,12,758098,278.45,254,111.7351837,75.29448983,730,Very Good
0be75c06-485a-43c1-a1da-0660a0b406c0,473290,30510.77,1,22.2,10,586740,264.19,243,111.7401861,74.49559327,706,Very Good
4871edda-0ab0-42cd-9315-d600e6d9c342,259749,15290.82,3,11,11,378334,277.37,229,114.2167657,74.92603791,712,Very Good
4e02d700-057e-46de-b732-6de5d8cfc086,595612,44857.67,10,19.5,7,821986,291.37,211,104.7370379,72.62770071,700,Very Good
0566847d-3b69-42af-b644-1fffd74fd0f0,135280,15582.47,10,15,6,181698,277.8,120,107.2292232,71.69607095,617,Very Good
8c6983a6-39d5-42fb-840e-02625256d92f,706857,27364.18,3,15,17,859738,278.78,242,120.7292232,76.55000885,731,Very Good
b866a9c5-28cc-49d1-b559-76b55f15d2b7,289484,18805.44,10,16.4,10,369160,287.12,155,116.2321222,74.49559327,665,Very Good
52d7def7-89e3-4e43-a2e9-e800e0c1c78f,208031,8307.18,3,12.2,10,330440,264.66,143,95.22138124,74.49559327,612,Very Good
52e6ecf1-257f-47e1-a59d-26aaa5a80dee,398981,32741.18,10,15.6,16,494098,294.19,253,122.2305306,76.35530868,757,Very Good
91d6b298-ec61-479c-9c72-479f7b9c198a,126065,19874.76,7,14.5,9,207042,284.85,124,102.2280495,73.98631574,624,Very Good
a803cc95-e8e2-40c6-81ea-f48f9724a294,264328,18520.82,2,22.3,6,365684,269.55,137,107.2402879,71.69607095,621,Very Good
e2ea0310-6410-4c99-8b0f-017a287a6748,283195,12559.76,8,14.9,11,365552,288.68,243,123.7289949,74.92603791,743,Very Good
3aab0d24-5f10-4852-bd63-46721ceeaa32,822605,26199.67,1,15.3,13,1048982,259.16,246,124.72989,75.61335193,718,Very Good
4590d2bc-f369-4abc-8616-e0899a9f4091,133475,22769.22,4,16.5,8,252120,283.89,154,97.73231013,73.3748061,641,Very Good
8fd9fd10-d9b6-4b57-a74d-e1f0acae0494,859712,39018.4,8,16.2,19,1233540,293.35,255,111.7317393,76.88317825,747,Very Good
05be333d-e498-4135-86bd-71f66f22046e,475133,71285.72,9,16,12,883058,289.8,156,93.73134665,75.29448983,647,Very Good
b497de6b-033b-4a6f-b7f0-c433e3579cd4,428564,20090.03,1,23.4,4,499730,256.7,164,125.7413492,68.94427191,645,Very Good
59dfb06e-e4e0-45a9-897f-c1d262472fb5,47557,6169.68,1,10.2,6,115676,260.58,243,102.213068,71.69607095,689,Very Good
7df7aea7-707d-46a6-8216-e8f1eac428b3,404624,13645.04,8,12.7,12,622160,277.61,182,107.223041,75.29448983,668,Very Good
40fe0b4c-2a39-4522-8d15-19cdbc066755,141816,21244.47,10,16,12,242902,291.5,173,102.2313466,75.29448983,670,Very Good
3adba4f7-fbcc-485b-b055-b8e5b387c097,101194,15748.15,3,19.8,7,131648,282.83,166,125.7374308,72.62770071,677,Very Good
25e9cdfa-2134-4634-b959-8dbf68e8ed5b,77862,5962.01,4,15.3,5,122848,277.32,138,116.22989,70.50611122,638,Very Good
75a25856-37e3-4315-beb0-96b9e320252e,265468,18014.28,9,21.9,15,327712,290.1,186,119.2398752,76.13741602,696,Very Good
90b0ee93-dabc-4e96-851b-e5865bb02fa0,149055,3763.52,3,13.5,5,221540,262.16,165,114.2254355,70.50611122,642,Very Good
65436f00-fcb8-413e-9435-22c6d98bab78,525958,19850.44,10,17,9,721578,290.76,251,123.733216,73.98631574,750,Very Good
a7aef479-cb1b-436c-a96c-4387646dff2d,89984,13821.36,4,30.1,12,109670,280.82,121,109.7461222,75.29448983,627,Very Good
3c8194f3-e782-4afa-8749-0b89fc99aa49,124108,3067.93,1,12,13,195492,247.31,209,111.7206776,75.61335193,664,Very Good
94668e5e-8eaf-405f-a082-653f97f04735,83657,35347.41,3,22.5,6,100694,281.68,120,129.2404887,71.69607095,643,Very Good
245bf70c-b671-46b3-a840-af5b256f8567,213826,40883.25,2,18.6,17,411950,274.25,137,93.73578225,76.55000885,618,Very Good
